index,Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
134945,39125,7/31/2016 2:52,Standard Class,6,4,Late delivery,1
134953,40304,8/16/2016 7:56,Standard Class,5,4,Late delivery,1
134962,34429,5/22/2016 13:39,Standard Class,5,4,Late delivery,1
134966,35404,6/5/2016 19:14,Standard Class,5,4,Late delivery,1
134971,35514,6/7/2016 9:47,Standard Class,5,4,Late delivery,1
134974,33195,5/5/2016 13:20,Standard Class,6,4,Late delivery,1
134978,37023,6/28/2016 10:27,Standard Class,4,4,Shipping on time,0
134985,32877,4/27/2016 21:55,Standard Class,3,4,Advance shipping,0
134997,33682,5/9/2016 15:57,Standard Class,3,4,Advance shipping,0
135006,39301,7/29/2016 16:32,Standard Class,2,4,Advance shipping,0
135007,32923,4/29/2016 14:02,Standard Class,4,4,Shipping on time,0
135009,31788,4/13/2016 0:24,Standard Class,4,4,Shipping on time,0
135014,40185,8/15/2016 14:14,Standard Class,6,4,Shipping canceled,0
135015,34821,5/25/2016 6:59,Standard Class,2,4,Shipping canceled,0
135020,31520,4/11/2016 2:30,Standard Class,6,4,Shipping canceled,0
135027,33926,5/12/2016 5:26,Standard Class,2,4,Shipping canceled,0
135057,50855,1/18/2017 8:25,Standard Class,6,4,Late delivery,1
135065,47764,12/3/2016 5:30,Standard Class,5,4,Late delivery,1
135066,41315,9/1/2016 2:08,Standard Class,6,4,Late delivery,1
135069,44219,10/12/2016 11:32,Standard Class,5,4,Late delivery,1
135077,50844,1/17/2017 4:34,Standard Class,5,4,Late delivery,1
135086,44775,10/21/2016 14:19,Standard Class,6,4,Late delivery,1
135102,50804,1/16/2017 14:33,Standard Class,5,4,Late delivery,1
135108,45555,11/1/2016 23:35,Standard Class,6,4,Shipping canceled,0
135111,17094,9/12/2015 12:26,Standard Class,5,4,Shipping canceled,0
135114,18833,10/6/2015 21:41,Standard Class,4,4,Shipping canceled,0
135144,14187,7/30/2015 1:59,Standard Class,3,4,Advance shipping,0
135148,49573,12/28/2016 15:16,Standard Class,4,4,Shipping on time,0
135153,11782,6/24/2015 23:24,Standard Class,3,4,Advance shipping,0
135154,16097,8/26/2015 23:08,Standard Class,3,4,Advance shipping,0
135156,15101,8/11/2015 10:12,Standard Class,2,4,Advance shipping,0
135160,61741,6/22/2017 6:16,Standard Class,2,4,Advance shipping,0
135161,63727,7/22/2017 6:03,Standard Class,3,4,Advance shipping,0
135171,19517,10/15/2015 21:19,Standard Class,3,4,Advance shipping,0
135182,18780,10/8/2015 3:07,Standard Class,6,4,Late delivery,1
135195,17604,9/19/2015 23:06,Standard Class,5,4,Late delivery,1
135199,15526,8/17/2015 15:05,Standard Class,2,4,Advance shipping,0
135211,66578,9/2/2017 20:53,Standard Class,4,4,Shipping on time,0
135213,43932,10/6/2016 6:59,Standard Class,3,4,Advance shipping,0
135228,18017,9/23/2015 23:48,Standard Class,3,4,Advance shipping,0
135236,62511,7/3/2017 12:02,Standard Class,2,4,Advance shipping,0
135246,14423,8/3/2015 12:40,Standard Class,4,4,Shipping on time,0
135251,65973,8/25/2017 0:55,Standard Class,4,4,Shipping on time,0
135259,14265,8/3/2015 5:18,Standard Class,6,4,Late delivery,1
135276,12857,7/10/2015 16:01,Standard Class,3,4,Advance shipping,0
135280,16883,9/8/2015 10:31,Standard Class,4,4,Shipping on time,0
135292,19620,10/20/2015 9:24,Standard Class,6,4,Late delivery,1
135321,17035,9/12/2015 15:46,Standard Class,6,4,Shipping canceled,0
135337,7770,4/30/2015 9:49,Standard Class,6,4,Shipping canceled,0
135344,54851,3/13/2017 16:23,Standard Class,2,4,Shipping canceled,0
135351,5022,3/18/2015 7:04,Standard Class,3,4,Advance shipping,0
135354,52146,2/2/2017 4:42,Standard Class,2,4,Advance shipping,0
135357,1325,1/26/2015 7:51,Standard Class,6,4,Late delivery,1
135362,9933,5/29/2015 23:37,Standard Class,4,4,Shipping on time,0
135375,54856,3/13/2017 18:08,Standard Class,2,4,Advance shipping,0
135392,2544,2/12/2015 2:55,Standard Class,5,4,Late delivery,1
135394,52534,2/10/2017 20:38,Standard Class,5,4,Late delivery,1
135402,54064,3/5/2017 4:40,Standard Class,5,4,Late delivery,1
135417,8073,5/2/2015 19:58,Standard Class,4,4,Shipping on time,0
135434,4184,3/8/2015 1:29,Standard Class,5,4,Late delivery,1
135450,7422,4/22/2015 7:54,Standard Class,3,4,Advance shipping,0
135454,51832,1/29/2017 14:42,Standard Class,3,4,Advance shipping,0
135459,60045,6/1/2017 12:05,Standard Class,6,4,Late delivery,1
135463,1623,1/28/2015 16:15,Standard Class,4,4,Shipping on time,0
135477,5105,3/22/2015 12:09,Standard Class,6,4,Late delivery,1
135480,8516,5/7/2015 7:11,Standard Class,2,4,Advance shipping,0
135499,2514,2/11/2015 16:24,Standard Class,5,4,Late delivery,1
135508,57057,4/15/2017 21:15,Standard Class,3,4,Advance shipping,0
135513,6507,4/8/2015 23:20,Standard Class,3,4,Advance shipping,0
135540,2157,2/4/2015 11:20,Standard Class,3,4,Advance shipping,0
135544,4686,3/12/2015 9:21,Standard Class,2,4,Advance shipping,0
135546,54826,3/13/2017 7:38,Standard Class,2,4,Advance shipping,0
135556,55837,3/29/2017 1:50,Standard Class,3,4,Advance shipping,0
135578,21932,11/20/2015 3:24,Standard Class,3,4,Shipping canceled,0
135580,49984,1/4/2017 15:16,Standard Class,5,4,Shipping canceled,0
135586,26891,1/30/2016 12:45,Standard Class,2,4,Shipping canceled,0
135591,29504,3/11/2016 16:12,Standard Class,5,4,Late delivery,1
135600,20444,10/31/2015 10:05,Standard Class,5,4,Late delivery,1
135602,27243,2/6/2016 16:05,Standard Class,4,4,Shipping on time,0
135604,22256,11/23/2015 20:55,Standard Class,2,4,Advance shipping,0
135615,44272,10/11/2016 6:06,Standard Class,3,4,Advance shipping,0
135619,21820,11/21/2015 12:10,Standard Class,6,4,Late delivery,1
135622,47902,12/3/2016 5:51,Standard Class,3,4,Advance shipping,0
135625,23826,12/16/2015 18:57,Standard Class,2,4,Advance shipping,0
135627,20605,11/3/2015 18:29,Standard Class,6,4,Late delivery,1
135635,30763,3/29/2016 1:17,Standard Class,4,4,Shipping on time,0
135641,22040,11/24/2015 17:14,Standard Class,6,4,Late delivery,1
135674,28004,2/18/2016 18:41,Standard Class,5,4,Late delivery,1
135676,21398,11/13/2015 8:19,Standard Class,4,4,Shipping on time,0
135681,24377,12/25/2015 19:59,Standard Class,3,4,Advance shipping,0
135683,28470,2/26/2016 13:57,Standard Class,6,4,Late delivery,1
135684,28421,2/21/2016 20:47,Standard Class,2,4,Advance shipping,0
135702,26285,1/25/2016 16:27,Standard Class,6,4,Late delivery,1
135709,30562,3/25/2016 2:52,Standard Class,3,4,Advance shipping,0
135712,21137,11/8/2015 12:52,Standard Class,3,4,Advance shipping,0
135731,50025,1/6/2017 5:38,Standard Class,6,4,Late delivery,1
135740,26304,1/24/2016 23:06,Standard Class,5,4,Late delivery,1
135755,25608,1/13/2016 19:16,Standard Class,4,4,Shipping canceled,0
135763,24880,1/5/2016 4:13,Standard Class,6,4,Shipping canceled,0
135766,38358,7/17/2016 22:09,Standard Class,4,4,Shipping canceled,0
135774,38456,7/17/2016 8:29,Standard Class,2,4,Shipping canceled,0
135799,35644,6/9/2016 7:19,Standard Class,5,4,Late delivery,1
135803,34765,5/28/2016 11:22,Standard Class,6,4,Late delivery,1
135809,33109,5/3/2016 7:12,Standard Class,5,4,Late delivery,1
135816,35700,6/11/2016 2:56,Standard Class,6,4,Late delivery,1
135826,35843,6/11/2016 5:02,Standard Class,4,4,Shipping on time,0
135833,33000,5/2/2016 17:01,Standard Class,6,4,Late delivery,1
135838,31945,4/17/2016 7:24,Standard Class,6,4,Late delivery,1
135839,35646,6/6/2016 8:01,Standard Class,2,4,Advance shipping,0
135855,32315,4/22/2016 17:02,Standard Class,6,4,Late delivery,1
135859,32525,4/25/2016 18:36,Standard Class,6,4,Late delivery,1
135860,39695,8/8/2016 10:34,Standard Class,6,4,Late delivery,1
135861,32033,4/16/2016 14:14,Standard Class,4,4,Shipping on time,0
135870,35448,6/5/2016 10:39,Standard Class,4,4,Shipping on time,0
135886,38057,7/12/2016 12:42,Standard Class,3,4,Advance shipping,0
135889,35599,6/8/2016 15:33,Standard Class,5,4,Late delivery,1
135890,36973,6/27/2016 16:56,Standard Class,4,4,Shipping on time,0
135891,32332,4/19/2016 22:59,Standard Class,3,4,Advance shipping,0
135895,34171,5/15/2016 19:16,Standard Class,2,4,Advance shipping,0
135905,34876,5/26/2016 2:15,Standard Class,2,4,Shipping canceled,0
135930,42252,9/11/2016 18:24,Standard Class,3,4,Advance shipping,0
135950,44935,10/23/2016 22:22,Standard Class,6,4,Late delivery,1
135958,44246,10/9/2016 20:59,Standard Class,2,4,Advance shipping,0
135963,46066,11/5/2016 10:37,Standard Class,2,4,Advance shipping,0
135965,49160,12/24/2016 14:35,Standard Class,6,4,Late delivery,1
135967,41678,9/4/2016 9:18,Standard Class,4,4,Shipping on time,0
135972,45302,10/26/2016 6:57,Standard Class,3,4,Shipping canceled,0
135988,64185,7/31/2017 22:30,Standard Class,6,4,Late delivery,1
135996,19139,10/12/2015 8:53,Standard Class,5,4,Late delivery,1
136008,13550,7/23/2015 18:49,Standard Class,6,4,Late delivery,1
136037,20032,10/23/2015 9:45,Standard Class,3,4,Advance shipping,0
136038,15194,8/15/2015 18:47,Standard Class,5,4,Late delivery,1
136069,13711,7/22/2015 3:13,Standard Class,2,4,Advance shipping,0
136070,66216,8/26/2017 14:03,Standard Class,2,4,Advance shipping,0
136090,15256,8/13/2015 16:30,Standard Class,2,4,Advance shipping,0
136107,17113,9/11/2015 19:05,Standard Class,4,4,Shipping on time,0
136110,11246,6/16/2015 3:37,Standard Class,2,4,Advance shipping,0
136118,10893,6/12/2015 23:57,Standard Class,4,4,Shipping on time,0
136126,61654,6/23/2017 23:47,Standard Class,5,4,Late delivery,1
136132,12263,7/2/2015 23:55,Standard Class,4,4,Shipping on time,0
136147,43771,10/2/2016 22:34,Standard Class,2,4,Advance shipping,0
136170,12796,7/8/2015 18:39,Standard Class,2,4,Shipping canceled,0
136188,6265,4/8/2015 10:33,Standard Class,6,4,Shipping canceled,0
136192,52202,2/4/2017 0:20,Standard Class,3,4,Shipping canceled,0
136212,4195,3/9/2015 5:20,Standard Class,6,4,Late delivery,1
136236,52493,2/9/2017 6:17,Standard Class,4,4,Shipping on time,0
136267,51294,1/23/2017 18:13,Standard Class,5,4,Late delivery,1
136275,7270,4/23/2015 2:39,Standard Class,6,4,Late delivery,1
136277,9707,5/25/2015 16:26,Standard Class,3,4,Advance shipping,0
136283,5429,3/26/2015 5:40,Standard Class,5,4,Late delivery,1
136285,7926,4/28/2015 16:28,Standard Class,2,4,Advance shipping,0
136296,709,1/16/2015 8:02,Standard Class,5,4,Late delivery,1
136300,53481,2/21/2017 16:25,Standard Class,2,4,Advance shipping,0
136304,3749,3/1/2015 17:05,Standard Class,5,4,Late delivery,1
136310,640,1/16/2015 7:52,Standard Class,6,4,Late delivery,1
136353,8041,4/30/2015 8:46,Standard Class,2,4,Advance shipping,0
136373,1192,1/21/2015 9:15,Standard Class,3,4,Advance shipping,0
136385,57281,4/18/2017 3:44,Standard Class,2,4,Advance shipping,0
136388,7484,4/25/2015 5:37,Standard Class,5,4,Late delivery,1
136405,8492,5/7/2015 22:46,Standard Class,3,4,Advance shipping,0
136419,60032,5/29/2017 7:31,Standard Class,3,4,Advance shipping,0
136424,9262,5/19/2015 4:32,Standard Class,3,4,Advance shipping,0
136458,42424,9/16/2016 6:39,Standard Class,5,4,Shipping canceled,0
136462,28356,2/20/2016 22:01,Standard Class,2,4,Shipping canceled,0
136466,64027,7/26/2017 15:09,Standard Class,3,4,Advance shipping,0
136471,64014,7/28/2017 10:36,Standard Class,5,4,Late delivery,1
136493,63926,7/24/2017 3:46,Standard Class,2,4,Advance shipping,0
136505,63885,7/27/2017 13:24,Standard Class,6,4,Late delivery,1
136507,63872,7/24/2017 8:51,Second Class,3,2,Late delivery,1
136515,63827,7/23/2017 17:05,Standard Class,3,4,Advance shipping,0
136534,63773,7/23/2017 22:10,Standard Class,4,4,Shipping on time,0
136535,63769,7/21/2017 20:46,First Class,2,1,Late delivery,1
136546,63723,7/23/2017 4:39,Standard Class,4,4,Shipping on time,0
136548,63718,7/21/2017 2:54,First Class,2,1,Late delivery,1
136554,63676,7/20/2017 12:11,Standard Class,2,4,Advance shipping,0
136556,63661,7/20/2017 6:56,Second Class,2,2,Shipping on time,0
136561,63644,7/23/2017 0:58,Second Class,5,2,Late delivery,1
136562,63637,7/20/2017 22:31,Second Class,3,2,Late delivery,1
136568,63615,7/23/2017 14:49,Standard Class,6,4,Late delivery,1
136575,63592,7/20/2017 6:45,Standard Class,3,4,Advance shipping,0
136576,63588,7/21/2017 5:21,Standard Class,4,4,Shipping on time,0
136584,63544,7/21/2017 13:56,Second Class,5,2,Late delivery,1
136586,63536,7/18/2017 11:08,Second Class,2,2,Shipping on time,0
136589,63523,7/20/2017 6:35,Standard Class,4,4,Shipping on time,0
136591,63510,7/22/2017 2:01,Standard Class,6,4,Late delivery,1
136597,63498,7/19/2017 21:49,Standard Class,4,4,Shipping on time,0
136600,63490,7/21/2017 19:01,Standard Class,6,4,Late delivery,1
136607,63465,7/17/2017 10:15,First Class,2,1,Late delivery,1
136622,63386,7/16/2017 6:35,Standard Class,2,4,Advance shipping,0
136625,63383,7/18/2017 5:32,Standard Class,4,4,Shipping on time,0
136626,63379,7/19/2017 4:08,Second Class,5,2,Late delivery,1
136627,63372,7/14/2017 13:41,Same Day,0,0,Shipping on time,0
136632,63342,7/16/2017 15:10,Standard Class,3,4,Advance shipping,0
136641,63294,7/14/2017 22:21,First Class,2,1,Late delivery,1
136646,63281,7/14/2017 17:48,Standard Class,2,4,Advance shipping,0
136650,63257,7/15/2017 9:23,Second Class,3,2,Late delivery,1
136667,63185,7/17/2017 8:10,Standard Class,6,4,Late delivery,1
136678,63121,7/12/2017 9:44,Standard Class,2,4,Advance shipping,0
136691,63073,7/13/2017 16:55,Standard Class,4,4,Shipping on time,0
136695,63063,7/13/2017 13:25,Standard Class,4,4,Shipping on time,0
136700,63039,7/14/2017 5:01,Standard Class,5,4,Late delivery,1
136705,63017,7/9/2017 9:18,Same Day,1,0,Late delivery,1
136715,62966,7/10/2017 3:26,Standard Class,2,4,Advance shipping,0
136718,62950,7/9/2017 21:50,First Class,2,1,Late delivery,1
136720,62946,7/9/2017 20:26,First Class,2,1,Late delivery,1
136728,62918,7/9/2017 10:37,First Class,2,1,Late delivery,1
136734,62908,7/11/2017 7:07,Standard Class,4,4,Shipping on time,0
136735,62906,7/9/2017 6:25,Standard Class,2,4,Advance shipping,0
136737,62901,7/9/2017 4:40,Standard Class,2,4,Advance shipping,0
136760,62810,7/11/2017 20:47,Standard Class,6,4,Shipping canceled,0
136774,62766,7/7/2017 5:22,Standard Class,2,4,Advance shipping,0
136777,62747,7/7/2017 22:43,Standard Class,3,4,Shipping canceled,0
136779,62737,7/7/2017 19:12,Standard Class,3,4,Advance shipping,0
136788,62700,7/10/2017 6:15,Standard Class,6,4,Late delivery,1
136793,62684,7/4/2017 12:38,Same Day,0,0,Shipping canceled,0
136794,62678,7/7/2017 22:32,Standard Class,4,4,Shipping on time,0
136796,62672,7/4/2017 8:26,Same Day,1,0,Late delivery,1
136799,62658,7/7/2017 15:32,Standard Class,4,4,Shipping on time,0
136806,62632,7/5/2017 6:25,First Class,2,1,Late delivery,1
136826,62574,7/7/2017 10:06,Standard Class,5,4,Late delivery,1
136827,62564,7/7/2017 6:36,Standard Class,5,4,Late delivery,1
136835,62532,7/2/2017 7:23,Same Day,1,0,Late delivery,1
136839,62524,7/6/2017 16:35,Standard Class,5,4,Late delivery,1
136841,62515,7/7/2017 13:26,Standard Class,6,4,Late delivery,1
136855,62471,7/2/2017 22:01,Standard Class,2,4,Advance shipping,0
136861,62454,7/2/2017 16:04,First Class,2,1,Late delivery,1
136863,62448,7/4/2017 13:57,Standard Class,4,4,Shipping on time,0
136864,62435,7/2/2017 9:24,First Class,2,1,Late delivery,1
136867,62423,7/4/2017 5:12,Standard Class,4,4,Shipping on time,0
136868,62421,6/30/2017 16:30,Same Day,0,0,Shipping on time,0
136872,62366,7/1/2017 9:14,First Class,2,1,Late delivery,1
136887,62318,7/2/2017 16:25,Standard Class,4,4,Shipping on time,0
136921,62175,7/2/2017 14:19,Standard Class,6,4,Shipping canceled,0
136930,62164,7/1/2017 10:28,Standard Class,5,4,Late delivery,1
136935,62146,6/28/2017 4:09,First Class,2,1,Late delivery,1
136939,62138,6/28/2017 1:21,First Class,2,1,Late delivery,1
136947,62114,6/30/2017 16:57,Standard Class,5,4,Late delivery,1
136949,62112,6/28/2017 16:14,Standard Class,3,4,Advance shipping,0
136952,62108,6/27/2017 14:50,First Class,2,1,Late delivery,1
136959,62088,6/29/2017 7:50,Standard Class,4,4,Shipping on time,0
136960,62084,6/30/2017 6:26,Second Class,5,2,Late delivery,1
136973,62056,6/26/2017 20:37,Standard Class,2,4,Advance shipping,0
136974,62051,6/26/2017 18:52,Second Class,2,2,Shipping on time,0
136979,62020,6/30/2017 8:01,Standard Class,6,4,Late delivery,1
136986,61967,6/26/2017 13:27,Second Class,3,2,Late delivery,1
136990,61963,6/27/2017 12:02,Standard Class,4,4,Shipping on time,0
137007,61914,6/27/2017 18:52,Standard Class,5,4,Late delivery,1
137037,61830,6/27/2017 13:27,Standard Class,6,4,Late delivery,1
137047,61776,6/22/2017 18:32,Standard Class,2,4,Advance shipping,0
137055,61750,6/26/2017 9:25,Standard Class,6,4,Late delivery,1
137061,61723,6/20/2017 11:57,Same Day,1,0,Late delivery,1
137068,61695,6/25/2017 14:09,Standard Class,6,4,Late delivery,1
137086,61622,6/20/2017 12:34,First Class,2,1,Late delivery,1
137109,61524,6/22/2017 2:14,Standard Class,5,4,Late delivery,1
137112,61508,6/18/2017 20:38,First Class,2,1,Late delivery,1
137115,61490,6/22/2017 14:20,Standard Class,6,4,Late delivery,1
137126,61461,6/18/2017 4:10,Standard Class,2,4,Advance shipping,0
137130,61444,6/20/2017 22:13,Second Class,5,2,Late delivery,1
137132,61428,6/19/2017 16:36,Standard Class,4,4,Shipping on time,0
137135,61395,6/17/2017 5:03,First Class,2,1,Late delivery,1
137146,61361,6/16/2017 17:08,Standard Class,2,4,Advance shipping,0
137160,61326,6/16/2017 4:52,Standard Class,2,4,Advance shipping,0
137163,61310,6/19/2017 23:16,Standard Class,6,4,Late delivery,1
137168,61298,6/15/2017 19:04,First Class,2,1,Late delivery,1
137178,61276,6/15/2017 11:21,Standard Class,2,4,Advance shipping,0
137179,61264,6/15/2017 7:09,First Class,2,1,Late delivery,1
137189,61235,6/14/2017 20:59,First Class,2,1,Late delivery,1
137190,61230,6/18/2017 19:14,Standard Class,6,4,Late delivery,1
137191,61225,6/18/2017 17:29,Second Class,6,2,Late delivery,1
137195,61202,6/15/2017 9:26,Standard Class,3,4,Advance shipping,0
137207,61149,6/16/2017 14:52,Standard Class,5,4,Late delivery,1
137211,61142,6/14/2017 12:24,Standard Class,3,4,Advance shipping,0
137217,61109,6/16/2017 0:51,Second Class,5,2,Late delivery,1
137222,61079,6/15/2017 14:20,Second Class,5,2,Late delivery,1
137225,61069,6/15/2017 10:50,Standard Class,5,4,Shipping canceled,0
137232,61048,6/14/2017 3:29,Standard Class,4,4,Shipping on time,0
137251,60985,6/15/2017 5:24,Standard Class,6,4,Shipping canceled,0
137263,60943,6/10/2017 14:41,First Class,2,1,Late delivery,1
137264,60941,6/10/2017 13:59,First Class,2,1,Late delivery,1
137269,60903,6/12/2017 0:41,Second Class,4,2,Late delivery,1
137278,60841,6/9/2017 2:57,Standard Class,2,4,Advance shipping,0
137284,60831,6/8/2017 23:27,Standard Class,2,4,Advance shipping,0
137291,60803,6/10/2017 13:38,Second Class,4,2,Late delivery,1
137304,60762,6/8/2017 23:17,Standard Class,3,4,Advance shipping,0
137308,60743,6/9/2017 16:37,Standard Class,4,4,Shipping on time,0
137318,60665,6/10/2017 13:18,Standard Class,6,4,Late delivery,1
137328,60629,6/9/2017 0:41,Standard Class,5,4,Late delivery,1
137329,60621,6/5/2017 21:53,Standard Class,2,4,Advance shipping,0
137331,60609,6/8/2017 17:40,Standard Class,5,4,Late delivery,1
137335,60587,6/3/2017 21:58,Same Day,0,0,Shipping on time,0
137338,60569,6/8/2017 3:40,Standard Class,5,4,Late delivery,1
137341,60559,6/8/2017 0:09,Standard Class,5,4,Late delivery,1
137355,60484,6/6/2017 21:53,Standard Class,5,4,Late delivery,1
137372,60447,6/4/2017 8:55,Standard Class,3,4,Advance shipping,0
137397,60331,6/1/2017 16:17,Standard Class,2,4,Advance shipping,0
137398,60324,6/4/2017 13:50,Second Class,5,2,Late delivery,1
137400,60307,6/2/2017 7:52,Second Class,3,2,Late delivery,1
137421,60254,6/3/2017 13:18,Standard Class,5,4,Late delivery,1
137429,60207,5/31/2017 20:50,Standard Class,3,4,Advance shipping,0
137432,60186,5/30/2017 13:29,First Class,2,1,Late delivery,1
137459,60111,5/29/2017 11:12,Standard Class,2,4,Advance shipping,0
137461,60102,5/30/2017 8:03,Standard Class,3,4,Advance shipping,0
137466,60076,5/28/2017 22:56,Standard Class,2,4,Advance shipping,0
137481,60028,5/28/2017 6:07,First Class,2,1,Late delivery,1
137489,59998,5/27/2017 19:37,First Class,2,1,Late delivery,1
137500,59952,5/28/2017 3:30,Second Class,3,2,Late delivery,1
137502,59934,5/29/2017 21:11,Second Class,5,2,Late delivery,1
137503,59932,5/27/2017 20:29,Second Class,3,2,Late delivery,1
137510,59920,5/26/2017 16:17,First Class,2,1,Late delivery,1
137519,59887,5/26/2017 4:44,First Class,2,1,Late delivery,1
137527,59857,5/26/2017 18:13,Standard Class,3,4,Advance shipping,0
137544,59786,5/24/2017 17:20,Standard Class,2,4,Advance shipping,0
137546,59782,5/24/2017 15:56,First Class,2,1,Late delivery,1
137558,59725,5/23/2017 19:58,First Class,2,1,Late delivery,1
137563,59702,5/23/2017 11:55,First Class,2,1,Late delivery,1
137564,59701,5/23/2017 11:34,First Class,2,1,Late delivery,1
137567,59688,5/25/2017 7:00,Standard Class,4,4,Shipping on time,0
137573,59643,5/24/2017 15:14,Second Class,4,2,Late delivery,1
137576,59639,5/25/2017 13:50,Second Class,5,2,Late delivery,1
137583,59570,5/25/2017 13:40,Standard Class,6,4,Late delivery,1
137596,59533,5/23/2017 0:42,Second Class,4,2,Late delivery,1
137597,59530,5/24/2017 23:39,Second Class,6,2,Late delivery,1
137604,59502,5/21/2017 13:51,Standard Class,3,4,Advance shipping,0
137606,59499,5/23/2017 12:47,Second Class,5,2,Late delivery,1
137612,59484,5/23/2017 7:32,Standard Class,5,4,Late delivery,1
137620,59444,5/19/2017 17:31,First Class,2,1,Late delivery,1
137622,59431,5/18/2017 0:58,Same Day,1,0,Late delivery,1
137626,59420,5/23/2017 9:07,Second Class,6,2,Late delivery,1
137637,59371,5/18/2017 15:57,First Class,2,1,Late delivery,1
137659,59285,5/21/2017 9:49,Standard Class,6,4,Late delivery,1
137661,59283,5/19/2017 9:07,Standard Class,4,4,Shipping on time,0
137676,59218,5/18/2017 10:21,Standard Class,4,4,Shipping on time,0
137688,59190,5/20/2017 0:32,Standard Class,6,4,Late delivery,1
137692,59173,5/14/2017 6:35,Same Day,1,0,Late delivery,1
137701,59141,5/15/2017 7:22,First Class,2,1,Late delivery,1
137703,59128,5/17/2017 2:49,Standard Class,4,4,Shipping on time,0
137706,59113,5/16/2017 21:34,Standard Class,4,4,Shipping on time,0
137709,59093,5/14/2017 14:33,First Class,2,1,Late delivery,1
137712,59091,5/14/2017 13:51,Standard Class,2,4,Advance shipping,0
137713,59089,5/17/2017 13:09,Standard Class,5,4,Late delivery,1
137718,59081,5/14/2017 10:21,Standard Class,2,4,Advance shipping,0
137726,59046,5/13/2017 22:05,Standard Class,2,4,Advance shipping,0
137729,59020,5/17/2017 12:59,Standard Class,6,4,Late delivery,1
137743,58927,5/12/2017 4:24,First Class,2,1,Late delivery,1
137745,58923,5/14/2017 3:00,Standard Class,4,4,Shipping on time,0
137751,58908,5/13/2017 21:44,Standard Class,4,4,Shipping on time,0
137761,58859,5/14/2017 4:34,Standard Class,5,4,Late delivery,1
137762,58858,5/11/2017 4:13,First Class,2,1,Late delivery,1
137790,58751,5/9/2017 14:44,Standard Class,2,4,Advance shipping,0
137796,58737,5/10/2017 9:50,Second Class,3,2,Late delivery,1
137806,58686,5/7/2017 3:58,Same Day,1,0,Late delivery,1
137813,58652,5/9/2017 4:03,Standard Class,3,4,Advance shipping,0
137823,58611,5/7/2017 13:41,Second Class,2,2,Shipping on time,0
137828,58602,5/8/2017 10:32,Standard Class,3,4,Advance shipping,0
137831,58594,5/10/2017 7:44,Standard Class,5,4,Late delivery,1
137840,58548,5/8/2017 15:37,Second Class,4,2,Late delivery,1
137841,58547,5/7/2017 15:16,Standard Class,3,4,Advance shipping,0
137852,58497,5/4/2017 9:45,Same Day,1,0,Late delivery,1
137853,58484,5/8/2017 17:11,Standard Class,5,4,Late delivery,1
137857,58470,5/9/2017 12:17,Standard Class,6,4,Late delivery,1
137880,58410,5/4/2017 15:16,First Class,2,1,Late delivery,1
137890,58370,5/8/2017 1:15,Second Class,6,2,Late delivery,1
137897,58346,5/3/2017 16:51,Standard Class,2,4,Advance shipping,0
137909,58303,5/3/2017 1:47,First Class,2,1,Late delivery,1
137910,58301,5/3/2017 1:05,Second Class,2,2,Shipping on time,0
137933,58231,5/2/2017 0:33,Standard Class,2,4,Advance shipping,0
137940,58200,5/5/2017 13:42,Standard Class,6,4,Late delivery,1
137957,58136,4/30/2017 15:16,First Class,2,1,Late delivery,1
137960,58127,5/1/2017 12:07,Standard Class,3,4,Advance shipping,0
137961,58126,4/30/2017 11:46,Standard Class,2,4,Advance shipping,0
137967,58099,5/3/2017 2:19,Standard Class,5,4,Late delivery,1
137971,58085,4/29/2017 21:24,First Class,2,1,Late delivery,1
137977,58050,5/3/2017 9:09,Second Class,6,2,Late delivery,1
137979,58039,5/2/2017 5:17,Standard Class,5,4,Late delivery,1
137985,58009,5/1/2017 18:47,Standard Class,5,4,Late delivery,1
138008,57916,4/27/2017 10:12,Second Class,2,2,Shipping on time,0
138033,57804,4/28/2017 18:57,Second Class,5,2,Late delivery,1
138036,57800,4/25/2017 17:33,First Class,2,1,Late delivery,1
138043,57784,4/28/2017 11:57,Second Class,5,2,Late delivery,1
138060,57710,4/28/2017 10:01,Standard Class,6,4,Late delivery,1
138063,57699,4/27/2017 6:10,Standard Class,5,4,Late delivery,1
138065,57690,4/24/2017 3:01,First Class,2,1,Late delivery,1
138067,57679,4/26/2017 23:10,Standard Class,5,4,Late delivery,1
138080,57622,4/23/2017 3:12,First Class,2,1,Late delivery,1
138082,57616,4/21/2017 13:06,Same Day,0,0,Shipping on time,0
138093,57562,4/22/2017 6:10,First Class,2,1,Late delivery,1
138095,57556,4/22/2017 4:04,Standard Class,2,4,Advance shipping,0
138096,57554,4/25/2017 3:22,Standard Class,5,4,Late delivery,1
138098,57546,4/20/2017 12:34,Same Day,0,0,Shipping canceled,0
138102,57530,4/25/2017 18:58,Standard Class,6,4,Late delivery,1
138119,57475,4/24/2017 23:42,Standard Class,6,4,Late delivery,1
138121,57465,4/24/2017 20:11,Standard Class,6,4,Late delivery,1
138136,57409,4/23/2017 0:34,Standard Class,5,4,Late delivery,1
138142,57383,4/21/2017 15:28,Standard Class,4,4,Shipping on time,0
138157,57308,4/20/2017 13:11,Standard Class,4,4,Shipping on time,0
