Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
67402,9/13/2017 21:34,Standard Class,3,4,Advance shipping,0
16727,9/5/2015 3:51,Standard Class,3,4,Advance shipping,0
14456,8/2/2015 0:13,Standard Class,2,4,Advance shipping,0
13601,7/20/2015 12:41,Standard Class,2,4,Advance shipping,0
61977,6/26/2017 16:57,Standard Class,3,4,Advance shipping,0
66465,9/3/2017 5:17,Standard Class,6,4,Late delivery,1
18815,10/8/2015 15:22,Standard Class,6,4,Late delivery,1
17331,9/12/2015 23:28,Standard Class,2,4,Advance shipping,0
67459,9/16/2017 17:32,Standard Class,5,4,Late delivery,1
18625,10/5/2015 20:49,Standard Class,6,4,Late delivery,1
17856,9/20/2015 15:24,Standard Class,2,4,Advance shipping,0
11013,6/14/2015 17:59,Standard Class,4,4,Shipping on time,0
12076,6/28/2015 6:24,Standard Class,2,4,Advance shipping,0
13756,7/22/2015 18:59,Standard Class,2,4,Advance shipping,0
55028,3/18/2017 6:24,Standard Class,4,4,Shipping on time,0
1199,1/23/2015 11:42,Standard Class,5,4,Late delivery,1
3851,2/28/2015 4:49,Standard Class,2,4,Advance shipping,0
55400,3/25/2017 16:44,Standard Class,6,4,Late delivery,1
48410,12/13/2016 15:49,Standard Class,6,4,Late delivery,1
22714,12/3/2015 13:22,Standard Class,5,4,Late delivery,1
42364,9/15/2016 9:38,Standard Class,5,4,Late delivery,1
21554,11/16/2015 14:58,Standard Class,5,4,Late delivery,1
37418,7/4/2016 4:50,Standard Class,4,4,Shipping on time,0
38951,7/24/2016 13:55,Standard Class,2,4,Advance shipping,0
45691,10/30/2016 23:14,Standard Class,2,4,Advance shipping,0
10867,6/11/2015 14:50,Standard Class,3,4,Advance shipping,0
16643,9/4/2015 22:26,Standard Class,4,4,Shipping on time,0
10673,6/9/2015 18:52,Standard Class,4,4,Shipping on time,0
43961,10/5/2016 17:08,Standard Class,2,4,Advance shipping,0
62104,6/30/2017 13:26,Standard Class,5,4,Late delivery,1
16855,9/10/2015 0:42,Standard Class,6,4,Late delivery,1
15880,8/26/2015 19:07,Standard Class,6,4,Late delivery,1
19092,10/9/2015 16:25,Standard Class,3,4,Advance shipping,0
47431,11/25/2016 8:50,Standard Class,2,4,Advance shipping,0
10545,6/9/2015 22:01,Standard Class,6,4,Late delivery,1
59846,5/25/2017 14:22,Standard Class,2,4,Advance shipping,0
9850,5/30/2015 18:32,Standard Class,6,4,Late delivery,1
52329,2/7/2017 20:49,Standard Class,5,4,Late delivery,1
1936,1/31/2015 5:55,Standard Class,2,4,Advance shipping,0
3203,2/20/2015 17:48,Standard Class,4,4,Shipping on time,0
52137,2/3/2017 1:33,Standard Class,3,4,Advance shipping,0
1229,1/23/2015 22:13,Standard Class,5,4,Late delivery,1
56897,4/13/2017 13:12,Standard Class,3,4,Advance shipping,0
6002,4/1/2015 14:25,Standard Class,3,4,Advance shipping,0
24086,12/20/2015 14:02,Standard Class,2,4,Advance shipping,0
25199,1/8/2016 19:58,Standard Class,5,4,Late delivery,1
28313,2/22/2016 6:57,Standard Class,4,4,Shipping on time,0
29300,3/9/2016 16:44,Standard Class,6,4,Late delivery,1
20607,10/31/2015 19:11,Standard Class,3,4,Advance shipping,0
44696,10/16/2016 10:38,Standard Class,2,4,Advance shipping,0
32432,4/21/2016 10:01,Standard Class,3,4,Advance shipping,0
37688,7/8/2016 3:26,Standard Class,4,4,Shipping on time,0
35767,6/9/2016 2:25,Standard Class,3,4,Advance shipping,0
33797,5/11/2016 8:14,Standard Class,3,4,Advance shipping,0
45600,11/2/2016 15:21,Standard Class,6,4,Late delivery,1
10393,6/5/2015 16:46,Standard Class,4,4,Shipping on time,0
66886,9/5/2017 8:47,Standard Class,2,4,Advance shipping,0
65122,8/11/2017 14:47,Standard Class,3,4,Advance shipping,0
19354,10/15/2015 12:13,Standard Class,5,4,Late delivery,1
52568,2/10/2017 8:33,Standard Class,4,4,Shipping on time,0
54270,3/9/2017 4:50,Standard Class,6,4,Late delivery,1
53267,2/19/2017 13:27,Standard Class,3,4,Advance shipping,0
61560,6/23/2017 14:51,Standard Class,6,4,Late delivery,1
57089,4/18/2017 8:28,Standard Class,5,4,Late delivery,1
1908,2/1/2015 20:06,Standard Class,4,4,Shipping on time,0
29037,3/2/2016 20:36,Standard Class,3,4,Advance shipping,0
46078,11/7/2016 14:49,Standard Class,4,4,Shipping on time,0
23556,12/12/2015 20:21,Standard Class,2,4,Advance shipping,0
23084,12/8/2015 23:00,Standard Class,5,4,Late delivery,1
47288,11/25/2016 6:44,Standard Class,4,4,Shipping on time,0
26747,1/29/2016 10:18,Standard Class,3,4,Advance shipping,0
39436,7/31/2016 15:50,Standard Class,2,4,Advance shipping,0
37914,7/12/2016 10:36,Standard Class,5,4,Late delivery,1
49124,12/20/2016 1:58,First Class,2,1,Late delivery,1
45299,10/25/2016 5:54,First Class,2,1,Late delivery,1
44368,10/11/2016 15:44,First Class,2,1,Late delivery,1
48763,12/14/2016 19:30,First Class,2,1,Late delivery,1
44516,10/13/2016 19:35,First Class,2,1,Late delivery,1
45447,10/27/2016 9:45,First Class,2,1,Late delivery,1
71392,11/10/2017 3:26,First Class,2,1,Shipping canceled,0
69774,10/17/2017 12:35,First Class,2,1,Late delivery,1
45630,10/30/2016 1:52,First Class,2,1,Late delivery,1
69992,10/20/2017 16:57,First Class,2,1,Late delivery,1
17803,9/19/2015 20:50,First Class,2,1,Late delivery,1
11886,6/25/2015 11:50,First Class,2,1,Late delivery,1
13102,7/13/2015 5:51,First Class,2,1,Late delivery,1
69003,10/6/2017 6:28,First Class,2,1,Late delivery,1
68921,10/5/2017 1:44,First Class,2,1,Late delivery,1
71502,11/11/2017 17:59,First Class,2,1,Late delivery,1
69881,10/19/2017 2:04,First Class,2,1,Late delivery,1
69665,10/15/2017 22:24,First Class,2,1,Late delivery,1
71018,11/4/2017 16:25,First Class,2,1,Late delivery,1
70841,11/2/2017 2:24,First Class,2,1,Late delivery,1
69819,10/18/2017 4:21,First Class,2,1,Late delivery,1
13078,7/12/2015 21:27,First Class,2,1,Late delivery,1
64117,7/26/2017 22:41,First Class,2,1,Late delivery,1
13325,7/16/2015 11:59,First Class,2,1,Late delivery,1
19767,10/18/2015 12:54,First Class,2,1,Late delivery,1
10928,6/11/2015 12:12,First Class,2,1,Late delivery,1
70389,10/26/2017 12:03,First Class,2,1,Late delivery,1
70388,10/26/2017 11:42,First Class,2,1,Late delivery,1
15970,8/24/2015 2:39,First Class,2,1,Late delivery,1
70491,10/27/2017 23:47,First Class,2,1,Late delivery,1
62252,6/29/2017 17:17,First Class,2,1,Late delivery,1
19838,10/19/2015 13:47,First Class,2,1,Late delivery,1
16563,9/1/2015 18:24,First Class,2,1,Late delivery,1
68911,10/4/2017 22:14,First Class,2,1,Late delivery,1
69462,10/12/2017 23:16,First Class,2,1,Shipping canceled,0
49152,12/20/2016 11:47,First Class,2,1,Shipping canceled,0
9440,5/20/2015 18:54,First Class,2,1,Shipping canceled,0
9178,5/16/2015 23:06,First Class,2,1,Shipping canceled,0
1211,1/20/2015 15:55,First Class,2,1,Late delivery,1
55362,3/21/2017 3:25,First Class,2,1,Late delivery,1
60296,6/1/2017 4:01,First Class,2,1,Late delivery,1
8115,5/1/2015 10:41,First Class,2,1,Late delivery,1
56183,4/2/2017 3:03,First Class,2,1,Late delivery,1
895,1/16/2015 1:12,First Class,2,1,Late delivery,1
7268,4/19/2015 1:57,First Class,2,1,Late delivery,1
55960,3/29/2017 20:55,First Class,2,1,Late delivery,1
52955,2/14/2017 0:08,First Class,2,1,Late delivery,1
4653,3/11/2015 21:48,First Class,2,1,Late delivery,1
9703,5/24/2015 15:02,First Class,2,1,Late delivery,1
61520,6/19/2017 0:50,First Class,2,1,Late delivery,1
53243,2/18/2017 5:02,First Class,2,1,Late delivery,1
9799,5/26/2015 0:40,First Class,2,1,Late delivery,1
10027,5/29/2015 8:33,First Class,2,1,Late delivery,1
54178,3/3/2017 20:36,First Class,2,1,Late delivery,1
6228,4/3/2015 21:35,First Class,2,1,Late delivery,1
4943,3/16/2015 3:24,First Class,2,1,Late delivery,1
10000,5/28/2015 23:05,First Class,2,1,Late delivery,1
52156,2/2/2017 8:13,First Class,2,1,Late delivery,1
51731,1/27/2017 3:19,First Class,2,1,Late delivery,1
57102,4/15/2017 13:01,First Class,2,1,Late delivery,1
2489,2/8/2015 7:39,First Class,2,1,Late delivery,1
56912,4/12/2017 18:27,First Class,2,1,Late delivery,1
7714,4/25/2015 14:12,First Class,2,1,Late delivery,1
2528,2/8/2015 21:19,First Class,2,1,Shipping canceled,0
55454,3/22/2017 11:39,First Class,2,1,Shipping canceled,0
52811,2/11/2017 21:41,First Class,2,1,Shipping canceled,0
7409,4/21/2015 3:21,First Class,2,1,Shipping canceled,0
1074,1/18/2015 15:55,First Class,2,1,Shipping canceled,0
8604,5/8/2015 14:00,First Class,2,1,Shipping canceled,0
25643,1/12/2016 7:32,First Class,2,1,Shipping canceled,0
76336,1/21/2018 7:33,First Class,2,1,Shipping canceled,0
75549,1/9/2018 19:49,First Class,2,1,Late delivery,1
72921,12/2/2017 11:07,First Class,2,1,Late delivery,1
75702,1/12/2018 1:25,First Class,2,1,Late delivery,1
74402,12/24/2017 1:59,First Class,2,1,Late delivery,1
72367,11/24/2017 9:01,First Class,2,1,Late delivery,1
76844,1/28/2018 17:31,First Class,2,1,Late delivery,1
22235,11/23/2015 13:33,First Class,2,1,Late delivery,1
25507,1/10/2016 7:53,First Class,2,1,Late delivery,1
47316,11/23/2016 16:33,First Class,2,1,Late delivery,1
75127,1/3/2018 15:59,First Class,2,1,Late delivery,1
25977,1/17/2016 4:32,First Class,2,1,Late delivery,1
74002,12/18/2017 5:50,First Class,2,1,Late delivery,1
76597,1/25/2018 2:59,First Class,2,1,Late delivery,1
71671,11/14/2017 5:11,First Class,2,1,Late delivery,1
75616,1/10/2018 19:18,First Class,2,1,Late delivery,1
75703,1/12/2018 1:46,First Class,2,1,Late delivery,1
73023,12/3/2017 22:51,First Class,2,1,Late delivery,1
72216,11/22/2017 4:07,First Class,2,1,Late delivery,1
29391,3/7/2016 0:37,First Class,2,1,Late delivery,1
74167,12/20/2017 15:39,First Class,2,1,Late delivery,1
45354,10/26/2016 1:10,First Class,2,1,Late delivery,1
77195,2/2/2018 20:29,First Class,2,1,Late delivery,1
73712,12/14/2017 0:14,First Class,2,1,Late delivery,1
41869,9/5/2016 4:13,First Class,2,1,Late delivery,1
27508,2/8/2016 12:55,First Class,2,1,Late delivery,1
21464,11/12/2015 7:26,First Class,2,1,Late delivery,1
76599,1/25/2018 3:41,First Class,2,1,Late delivery,1
76335,1/21/2018 7:12,First Class,2,1,Late delivery,1
25311,1/7/2016 11:13,First Class,2,1,Shipping canceled,0
73626,12/12/2017 18:07,First Class,2,1,Shipping canceled,0
33755,5/9/2016 17:31,First Class,2,1,Shipping canceled,0
41634,9/1/2016 17:53,First Class,2,1,Shipping canceled,0
40133,8/10/2016 20:01,First Class,2,1,Late delivery,1
39901,8/7/2016 10:44,First Class,2,1,Late delivery,1
34428,5/19/2016 13:18,First Class,2,1,Late delivery,1
40624,8/18/2016 0:02,First Class,2,1,Late delivery,1
37117,6/27/2016 19:23,First Class,2,1,Late delivery,1
40858,8/21/2016 10:01,First Class,2,1,Late delivery,1
37526,7/3/2016 18:40,First Class,2,1,Late delivery,1
41400,8/29/2016 7:54,First Class,2,1,Shipping canceled,0
37637,7/5/2016 9:34,First Class,2,1,Shipping canceled,0
47242,11/22/2016 14:37,First Class,2,1,Late delivery,1
17898,9/21/2015 6:06,First Class,2,1,Late delivery,1
3108,2/17/2015 8:31,First Class,2,1,Late delivery,1
26471,1/24/2016 9:37,First Class,2,1,Late delivery,1
45143,10/22/2016 23:15,First Class,2,1,Late delivery,1
49458,12/24/2016 22:59,First Class,2,1,Shipping canceled,0
35970,6/11/2016 1:32,First Class,2,1,Late delivery,1
11055,6/13/2015 8:42,First Class,2,1,Late delivery,1
5322,3/21/2015 16:11,First Class,2,1,Late delivery,1
4789,3/13/2015 21:26,First Class,2,1,Late delivery,1
2741,2/11/2015 23:56,First Class,2,1,Late delivery,1
29028,3/1/2016 17:27,First Class,2,1,Late delivery,1
35359,6/2/2016 3:28,First Class,2,1,Late delivery,1
31806,4/11/2016 6:42,First Class,2,1,Late delivery,1
56454,4/6/2017 2:00,First Class,2,1,Late delivery,1
26772,1/28/2016 19:04,First Class,2,1,Late delivery,1
38060,7/11/2016 13:45,First Class,2,1,Late delivery,1
47283,11/23/2016 4:59,First Class,2,1,Late delivery,1
15295,8/14/2015 6:10,First Class,2,1,Late delivery,1
12648,7/6/2015 14:48,First Class,2,1,Late delivery,1
43985,10/6/2016 1:33,First Class,2,1,Late delivery,1
56868,4/12/2017 3:02,First Class,2,1,Late delivery,1
28481,2/22/2016 17:48,First Class,2,1,Shipping canceled,0
36501,6/18/2016 19:34,First Class,2,1,Late delivery,1
31457,4/6/2016 4:26,First Class,2,1,Shipping canceled,0
47782,11/28/2016 23:48,Same Day,0,0,Shipping canceled,0
69549,10/12/2017 17:45,Same Day,0,0,Shipping canceled,0
70642,10/28/2017 16:41,Same Day,0,0,Shipping on time,0
71014,11/3/2017 3:01,Same Day,1,0,Late delivery,1
70288,10/23/2017 12:40,Same Day,0,0,Shipping on time,0
16034,8/23/2015 13:04,Same Day,0,0,Shipping on time,0
63081,7/10/2017 7:44,Same Day,1,0,Late delivery,1
70381,10/24/2017 21:14,Same Day,0,0,Shipping on time,0
62069,6/25/2017 13:11,Same Day,0,0,Shipping on time,0
69071,10/5/2017 18:17,Same Day,0,0,Shipping on time,0
11248,6/14/2015 16:19,Same Day,0,0,Shipping on time,0
14762,8/4/2015 23:26,Same Day,0,0,Shipping on time,0
59512,5/19/2017 5:21,Same Day,1,0,Shipping canceled,0
2707,2/10/2015 0:01,Same Day,1,0,Late delivery,1
53377,2/18/2017 15:59,Same Day,0,0,Shipping on time,0
9985,5/27/2015 5:50,Same Day,1,0,Late delivery,1
55702,3/24/2017 14:32,Same Day,0,0,Shipping on time,0
7827,4/25/2015 17:47,Same Day,0,0,Shipping on time,0
3517,2/21/2015 19:48,Same Day,0,0,Shipping on time,0
5440,3/21/2015 21:31,Same Day,0,0,Shipping on time,0
5727,3/26/2015 2:04,Same Day,1,0,Late delivery,1
61073,6/11/2017 0:14,Same Day,1,0,Shipping canceled,0
6581,4/7/2015 13:16,Same Day,0,0,Shipping canceled,0
72679,11/27/2017 10:20,Same Day,1,0,Shipping canceled,0
25835,1/13/2016 14:48,Same Day,0,0,Shipping on time,0
76955,1/28/2018 20:24,Same Day,0,0,Shipping on time,0
31046,3/29/2016 16:26,Same Day,0,0,Shipping on time,0
71869,11/15/2017 14:33,Same Day,0,0,Shipping on time,0
49518,12/24/2016 8:00,Same Day,1,0,Late delivery,1
74043,12/17/2017 8:12,Same Day,1,0,Late delivery,1
72985,12/1/2017 21:32,Same Day,0,0,Shipping on time,0
72918,11/30/2017 22:04,Same Day,0,0,Shipping on time,0
75252,1/3/2018 23:46,Same Day,0,0,Shipping on time,0
73971,12/16/2017 6:59,Same Day,1,0,Late delivery,1
76979,1/29/2018 4:49,Same Day,1,0,Late delivery,1
49066,12/17/2016 17:39,Same Day,0,0,Shipping on time,0
76958,1/28/2018 21:27,Same Day,0,0,Shipping on time,0
22860,12/1/2015 4:31,Same Day,1,0,Late delivery,1
51152,1/17/2017 4:28,Same Day,1,0,Late delivery,1
74041,12/17/2017 7:30,Same Day,1,0,Late delivery,1
73475,12/9/2017 1:12,Same Day,1,0,Late delivery,1
76782,1/26/2018 7:48,Same Day,1,0,Late delivery,1
75308,1/4/2018 19:23,Same Day,0,0,Shipping canceled,0
41079,8/23/2016 3:27,Same Day,1,0,Late delivery,1
39285,7/27/2016 22:56,Same Day,0,0,Shipping on time,0
39048,7/24/2016 11:54,Same Day,1,0,Late delivery,1
35318,5/31/2016 1:07,Same Day,1,0,Late delivery,1
8291,5/2/2015 12:21,Same Day,0,0,Shipping on time,0
59275,5/15/2017 18:19,Same Day,0,0,Shipping on time,0
31023,3/29/2016 8:23,Same Day,1,0,Late delivery,1
50246,1/3/2017 23:03,Same Day,0,0,Shipping on time,0
24920,12/31/2015 6:14,Same Day,1,0,Late delivery,1
39719,8/3/2016 6:59,Same Day,1,0,Late delivery,1
35826,6/7/2016 11:05,Same Day,1,0,Late delivery,1
64230,7/27/2017 2:16,Same Day,1,0,Late delivery,1
15722,8/18/2015 23:46,Same Day,0,0,Shipping canceled,0
8383,5/3/2015 20:35,Same Day,0,0,Shipping canceled,0
29973,3/14/2016 0:31,Same Day,1,0,Late delivery,1
20228,10/23/2015 18:25,Same Day,0,0,Shipping on time,0
9022,5/13/2015 4:27,Same Day,1,0,Late delivery,1
23037,12/3/2015 18:32,Same Day,0,0,Shipping on time,0
37624,7/3/2016 17:00,Same Day,0,0,Shipping on time,0
42597,9/16/2016 19:16,Second Class,3,2,Late delivery,1
46684,11/17/2016 11:08,Second Class,5,2,Late delivery,1
43392,9/28/2016 9:48,Second Class,3,2,Late delivery,1
43887,10/5/2016 15:13,Second Class,3,2,Late delivery,1
70317,10/26/2017 10:49,Second Class,3,2,Shipping canceled,0
15252,8/14/2015 15:06,Second Class,3,2,Shipping canceled,0
63910,7/27/2017 22:10,Second Class,6,2,Shipping canceled,0
69517,10/14/2017 18:33,Second Class,3,2,Late delivery,1
70813,11/3/2017 16:35,Second Class,4,2,Late delivery,1
61738,6/24/2017 5:13,Second Class,4,2,Late delivery,1
16784,9/7/2015 23:49,Second Class,5,2,Late delivery,1
16158,8/28/2015 20:31,Second Class,4,2,Late delivery,1
15071,8/10/2015 23:41,Second Class,2,2,Shipping on time,0
13899,7/27/2015 21:05,Second Class,5,2,Late delivery,1
11389,6/21/2015 5:43,Second Class,5,2,Late delivery,1
70100,10/26/2017 6:48,Second Class,6,2,Late delivery,1
65759,8/22/2017 21:57,Second Class,5,2,Late delivery,1
11515,6/24/2015 1:52,Second Class,6,2,Late delivery,1
65881,8/21/2017 16:41,Second Class,2,2,Shipping on time,0
19841,10/19/2015 14:50,Second Class,2,2,Shipping on time,0
12019,6/30/2015 10:26,Second Class,5,2,Late delivery,1
69049,10/9/2017 22:35,Second Class,5,2,Late delivery,1
71567,11/13/2017 16:45,Second Class,3,2,Late delivery,1
71475,11/15/2017 8:31,Second Class,6,2,Late delivery,1
69718,10/18/2017 16:58,Second Class,4,2,Late delivery,1
70533,10/30/2017 14:30,Second Class,4,2,Late delivery,1
70452,10/28/2017 10:07,Second Class,3,2,Late delivery,1
20235,10/29/2015 8:52,Second Class,6,2,Late delivery,1
13886,7/24/2015 16:32,Second Class,2,2,Shipping on time,0
70113,10/24/2017 11:21,Second Class,4,2,Late delivery,1
10646,6/7/2015 9:25,Second Class,2,2,Shipping on time,0
11109,6/17/2015 3:37,Second Class,5,2,Late delivery,1
11206,6/15/2015 13:36,Second Class,2,2,Shipping on time,0
65611,8/17/2017 18:06,Second Class,2,2,Shipping on time,0
16578,9/3/2015 23:39,Second Class,4,2,Late delivery,1
41693,9/4/2016 14:33,Second Class,4,2,Late delivery,1
69046,10/6/2017 21:32,Second Class,2,2,Shipping on time,0
68920,10/9/2017 1:23,Second Class,6,2,Late delivery,1
69982,10/21/2017 13:27,Second Class,3,2,Shipping canceled,0
16651,9/3/2015 1:14,Second Class,2,2,Shipping canceled,0
70377,10/27/2017 7:50,Second Class,3,2,Shipping canceled,0
16532,9/2/2015 7:32,Second Class,3,2,Shipping canceled,0
8707,5/11/2015 2:05,Second Class,3,2,Shipping canceled,0
6474,4/10/2015 11:46,Second Class,5,2,Shipping canceled,0
56933,4/15/2017 1:48,Second Class,4,2,Shipping canceled,0
7774,4/29/2015 11:13,Second Class,5,2,Late delivery,1
9247,5/18/2015 23:17,Second Class,3,2,Late delivery,1
54308,3/7/2017 18:09,Second Class,4,2,Late delivery,1
1145,1/23/2015 16:47,Second Class,6,2,Late delivery,1
57081,4/15/2017 5:39,Second Class,2,2,Shipping on time,0
56596,4/8/2017 3:44,Second Class,2,2,Shipping on time,0
56731,4/10/2017 3:02,Second Class,2,2,Shipping on time,0
52565,2/12/2017 7:30,Second Class,6,2,Late delivery,1
2835,2/17/2015 8:52,Second Class,6,2,Late delivery,1
60210,6/3/2017 21:53,Second Class,6,2,Late delivery,1
56581,4/7/2017 22:29,Second Class,2,2,Shipping on time,0
52768,2/13/2017 6:37,Second Class,4,2,Late delivery,1
1184,1/23/2015 6:27,Second Class,5,2,Late delivery,1
54387,3/7/2017 21:50,Second Class,3,2,Late delivery,1
2608,2/12/2015 1:20,Second Class,4,2,Late delivery,1
1523,1/27/2015 5:13,Second Class,4,2,Late delivery,1
6537,4/9/2015 9:51,Second Class,3,2,Late delivery,1
6029,4/3/2015 23:52,Second Class,5,2,Late delivery,1
3033,2/18/2015 6:14,Second Class,4,2,Late delivery,1
1781,1/28/2015 23:36,Second Class,2,2,Shipping on time,0
100,1/8/2015 10:41,Second Class,6,2,Late delivery,1
6449,4/10/2015 3:01,Second Class,5,2,Late delivery,1
7169,4/20/2015 15:16,Second Class,5,2,Late delivery,1
2529,2/11/2015 21:40,Second Class,5,2,Late delivery,1
6558,4/10/2015 17:12,Second Class,4,2,Late delivery,1
2019,2/4/2015 10:59,Second Class,5,2,Late delivery,1
60269,6/3/2017 18:33,Second Class,5,2,Late delivery,1
3737,2/27/2015 12:53,Second Class,3,2,Late delivery,1
2542,2/10/2015 2:13,Second Class,3,2,Late delivery,1
8764,5/13/2015 22:04,Second Class,5,2,Late delivery,1
8189,5/5/2015 12:37,Second Class,5,2,Late delivery,1
3016,2/16/2015 0:17,Second Class,2,2,Shipping on time,0
791,1/14/2015 12:46,Second Class,2,2,Shipping on time,0
53796,2/26/2017 6:47,Second Class,2,2,Shipping on time,0
8269,5/6/2015 16:38,Second Class,5,2,Late delivery,1
9641,5/23/2015 17:19,Second Class,2,2,Shipping on time,0
5633,3/28/2015 5:08,Second Class,4,2,Late delivery,1
5855,4/2/2015 10:55,Second Class,6,2,Late delivery,1
2541,2/9/2015 1:52,Second Class,2,2,Shipping canceled,0
28487,2/23/2016 19:54,Second Class,3,2,Shipping canceled,0
72577,11/28/2017 10:36,Second Class,3,2,Shipping canceled,0
74633,12/29/2017 10:54,Second Class,4,2,Late delivery,1
73013,12/5/2017 19:21,Second Class,4,2,Late delivery,1
30609,3/27/2016 19:20,Second Class,5,2,Late delivery,1
30293,3/22/2016 4:38,Second Class,4,2,Late delivery,1
73844,12/18/2017 22:29,Second Class,5,2,Late delivery,1
25169,1/8/2016 9:28,Second Class,5,2,Late delivery,1
20361,10/27/2015 5:00,Second Class,2,2,Shipping on time,0
25179,1/8/2016 12:58,Second Class,5,2,Late delivery,1
30949,4/1/2016 18:27,Second Class,5,2,Late delivery,1
20614,11/2/2015 21:39,Second Class,5,2,Late delivery,1
74082,12/20/2017 9:52,Second Class,3,2,Late delivery,1
44175,10/12/2016 20:07,Second Class,6,2,Late delivery,1
28910,3/4/2016 0:06,Second Class,6,2,Late delivery,1
71997,11/19/2017 23:24,Second Class,3,2,Late delivery,1
75103,1/5/2018 7:34,Second Class,4,2,Late delivery,1
75101,1/3/2018 6:52,Second Class,2,2,Shipping on time,0
25062,1/4/2016 19:59,Second Class,3,2,Late delivery,1
23044,12/8/2015 8:59,Second Class,5,2,Late delivery,1
72815,12/4/2017 21:59,Second Class,6,2,Late delivery,1
76220,1/23/2018 14:54,Second Class,6,2,Late delivery,1
75373,1/9/2018 6:10,Second Class,4,2,Late delivery,1
75481,1/8/2018 20:00,Second Class,2,2,Shipping on time,0
72631,11/28/2017 5:31,Second Class,2,2,Shipping on time,0
76586,1/24/2018 23:08,Second Class,2,2,Shipping on time,0
76820,2/1/2018 9:07,Second Class,6,2,Late delivery,1
73032,12/5/2017 2:00,Second Class,3,2,Late delivery,1
75649,1/14/2018 6:51,Second Class,5,2,Late delivery,1
72220,11/26/2017 5:31,Second Class,6,2,Late delivery,1
22824,12/5/2015 3:54,Second Class,5,2,Late delivery,1
26437,1/24/2016 21:42,Second Class,3,2,Late delivery,1
30470,3/26/2016 18:38,Second Class,6,2,Late delivery,1
21470,11/16/2015 9:32,Second Class,6,2,Late delivery,1
74381,12/23/2017 18:37,Second Class,2,2,Shipping on time,0
72368,11/26/2017 9:23,Second Class,4,2,Late delivery,1
41495,9/3/2016 17:11,Second Class,6,2,Late delivery,1
26945,2/4/2016 7:41,Second Class,6,2,Late delivery,1
77182,2/3/2018 15:56,Second Class,3,2,Late delivery,1
23730,12/19/2015 9:19,Second Class,6,2,Late delivery,1
75128,1/5/2018 16:20,Second Class,4,2,Late delivery,1
27775,2/16/2016 10:28,Second Class,6,2,Late delivery,1
25246,1/6/2016 12:26,Second Class,2,2,Shipping on time,0
23333,12/11/2015 14:14,Second Class,4,2,Late delivery,1
76250,1/24/2018 1:25,Second Class,6,2,Late delivery,1
72788,12/2/2017 12:31,Second Class,4,2,Late delivery,1
76284,1/23/2018 13:19,Second Class,5,2,Late delivery,1
72586,11/27/2017 13:45,Second Class,2,2,Shipping on time,0
22677,12/1/2015 0:24,Second Class,3,2,Shipping canceled,0
22919,12/6/2015 13:11,Second Class,5,2,Shipping canceled,0
33674,5/11/2016 13:09,Second Class,5,2,Late delivery,1
38380,7/20/2016 5:52,Second Class,6,2,Late delivery,1
39886,8/7/2016 5:29,Second Class,2,2,Shipping on time,0
38525,7/22/2016 8:40,Second Class,6,2,Late delivery,1
38489,7/20/2016 20:03,Second Class,5,2,Late delivery,1
35049,5/31/2016 14:52,Second Class,5,2,Late delivery,1
47454,11/28/2016 16:53,Second Class,5,2,Shipping canceled,0
44944,10/23/2016 1:32,Second Class,5,2,Shipping canceled,0
45018,10/23/2016 3:27,Second Class,4,2,Shipping canceled,0
48057,12/5/2016 12:09,Second Class,3,2,Late delivery,1
17817,9/21/2015 1:44,Second Class,3,2,Late delivery,1
14161,7/28/2015 16:52,Second Class,2,2,Shipping on time,0
14569,8/6/2015 15:49,Second Class,5,2,Late delivery,1
66842,9/5/2017 17:22,Second Class,3,2,Late delivery,1
14448,8/3/2015 21:25,Second Class,4,2,Shipping canceled,0
59189,5/19/2017 0:11,Second Class,5,2,Late delivery,1
257,1/7/2015 17:41,Second Class,3,2,Late delivery,1
28149,2/20/2016 21:29,Second Class,5,2,Shipping canceled,0
47701,11/29/2016 7:26,Second Class,2,2,Shipping on time,0
20817,11/3/2015 20:46,Second Class,3,2,Late delivery,1
22088,11/23/2015 10:03,Second Class,4,2,Late delivery,1
48783,12/17/2016 2:30,Second Class,4,2,Late delivery,1
46427,11/11/2016 17:05,Second Class,3,2,Late delivery,1
45159,10/26/2016 4:51,Second Class,5,2,Late delivery,1
61861,6/24/2017 0:18,Second Class,2,2,Shipping on time,0
13696,7/21/2015 21:58,Second Class,2,2,Shipping on time,0
5143,3/21/2015 1:28,Second Class,4,2,Late delivery,1
7251,4/18/2015 19:59,Second Class,2,2,Shipping on time,0
28497,2/23/2016 23:25,Second Class,3,2,Late delivery,1
30074,3/19/2016 23:54,Second Class,5,2,Late delivery,1
40288,8/15/2016 2:19,Second Class,4,2,Shipping canceled,0
65597,8/18/2017 13:12,Second Class,3,2,Shipping canceled,0
11540,6/24/2015 10:37,Second Class,6,2,Shipping canceled,0
14912,8/9/2015 15:59,Second Class,3,2,Late delivery,1
41879,9/8/2016 7:43,Second Class,5,2,Late delivery,1
62210,7/3/2017 2:35,Second Class,6,2,Late delivery,1
65718,8/21/2017 7:35,Second Class,4,2,Shipping canceled,0
31277,4/4/2016 13:22,Second Class,3,2,Late delivery,1
